"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","Открытие формы регистра сведений ""Группы значений доступа"" (ГруппыЗначенийДоступа)","1","0","Открытие формы регистра сведений ""Группы значений доступа"" (ГруппыЗначенийДоступа)","0"
"0","","0","Открытие формы отчета ""Состав сегмента"" (СоставСегмента)","1","0","Открытие формы отчета ""Состав сегмента"" (СоставСегмента)","0"
"0","","0","Открытие формы отчета ""Ведомость по товарам организаций"" (ВедомостьПоТоварамОрганизаций)","1","0","Открытие формы отчета ""Ведомость по товарам организаций"" (ВедомостьПоТоварамОрганизаций)","0"
"0","","0","Открытие формы справочника ""Договоры с контрагентами"" (ДоговорыКонтрагентов)","1","0","Открытие формы справочника ""Договоры с контрагентами"" (ДоговорыКонтрагентов)","0"
"0","","0","Открытие формы обработки ""Корректировка подразделений реестров"" (КорректировкаПодразделенийРеестров)","1","0","Открытие формы обработки ""Корректировка подразделений реестров"" (КорректировкаПодразделенийРеестров)","0"
"0","","0","Открытие формы списка плана видов характеристик ""Статьи расходов"" (СтатьиРасходов)","1","0","Открытие формы списка плана видов характеристик ""Статьи расходов"" (СтатьиРасходов)","0"
"0","","0","Открытие формы списка документа ""Акт выполненных работ для клиента"" (АктВыполненныхРабот)","1","0","Открытие формы списка документа ""Акт выполненных работ для клиента"" (АктВыполненныхРабот)","0"
"0","","0","Копирование элемента справочника ""Дополнительные справочники (Контур EDI)"" (КонтурEDI_ДополнительныеСправочники)","1","0","Копирование элемента справочника ""Дополнительные справочники (Контур EDI)"" (КонтурEDI_ДополнительныеСправочники)","0"
"0","","0","Ввод на основании документа ""Пересчет товаров""","1","0","Ввод на основании документа ""Пересчет товаров""","0"
"0","","0","Открытие формы списка справочника ""Проверяемые объекты"" (итПроверяемыеОбъекты)","1","0","Открытие формы списка справочника ""Проверяемые объекты"" (итПроверяемыеОбъекты)","0"
"0","","0","Открытие формы справочника ""Типоразмеры упаковок"" (ТипоразмерыУпаковок)","1","0","Открытие формы справочника ""Типоразмеры упаковок"" (ТипоразмерыУпаковок)","0"
"0","","0","Открытие формы списка справочника ""Пользователи"" (Пользователи)","1","0","Открытие формы списка справочника ""Пользователи"" (Пользователи)","0"
"0","","0","Копирование элемента справочника ""Водители Maxoptra"" (ВодителиНеИсп)","1","0","Копирование элемента справочника ""Водители Maxoptra"" (ВодителиНеИсп)","0"
"0","","0","Копирование элемента группы справочника ""Эквайринговые терминалы"" (ЭквайринговыеТерминалы)","1","0","Копирование элемента группы справочника ""Эквайринговые терминалы"" (ЭквайринговыеТерминалы)","0"
"0","","0","Копирование элемента справочника ""Бизнес-регионы"" (БизнесРегионы)","1","0","Копирование элемента справочника ""Бизнес-регионы"" (БизнесРегионы)","0"
"0","","0","Открытие формы регистра сведений ""Сборка контроль документов"" (СборкаКонтрольДокументов)","1","0","Открытие формы регистра сведений ""Сборка контроль документов"" (СборкаКонтрольДокументов)","0"
"0","","0","Копирование элемента справочника ""Причины отмены заказов поставщикам"" (ПричиныОтменыЗаказовПоставщикам)","1","0","Копирование элемента справочника ""Причины отмены заказов поставщикам"" (ПричиныОтменыЗаказовПоставщикам)","0"
"0","","0","Открытие формы регистра сведений ""График начислений"" (ГрафикНачисленийКредитовИДепозитов)","1","0","Открытие формы регистра сведений ""График начислений"" (ГрафикНачисленийКредитовИДепозитов)","0"
"0","","0","Копирование элемента справочника ""Значения показателей сегментирования"" (ЗначенияПоказателейСегментирования)","1","0","Копирование элемента справочника ""Значения показателей сегментирования"" (ЗначенияПоказателейСегментирования)","0"
"0","","0","Открытие формы плана видов характеристик ""Статьи активов и пассивов"" (СтатьиАктивовПассивов)","1","0","Открытие формы плана видов характеристик ""Статьи активов и пассивов"" (СтатьиАктивовПассивов)","0"
"0","","0","Открытие формы списка справочника ""Подразделения компании"" (ПодразделенияКомпании)","1","0","Открытие формы списка справочника ""Подразделения компании"" (ПодразделенияКомпании)","0"
"0","","0","Открытие формы списка справочника ""Сценарии товарного планирования"" (СценарииТоварногоПланирования)","1","0","Открытие формы списка справочника ""Сценарии товарного планирования"" (СценарииТоварногоПланирования)","0"
"0","","0","Ввод на основании документа ""Регистрация цен номенклатуры поставщика""","1","0","Ввод на основании документа ""Регистрация цен номенклатуры поставщика""","0"
"0","","0","Открытие формы списка документа ""Инвентаризация наличных денежных средств"" (ИнвентаризацияНаличныхДенежныхСредств)","1","0","Открытие формы списка документа ""Инвентаризация наличных денежных средств"" (ИнвентаризацияНаличныхДенежныхСредств)","0"
"0","","0","Открытие формы отчета ""Анализ остатков товаров организаций"" (АнализОстатковТоваровОрганизаций)","1","0","Открытие формы отчета ""Анализ остатков товаров организаций"" (АнализОстатковТоваровОрганизаций)","0"
"0","","0","Копирование элемента справочника ""Виды сделок с клиентами"" (ВидыСделокСКлиентами)","1","0","Копирование элемента справочника ""Виды сделок с клиентами"" (ВидыСделокСКлиентами)","0"
"0","","0","Открытие формы списка регистра сведений ""Остатки продукции ВетИС"" (ОстаткиПродукцииВЕТИС)","1","0","Открытие формы списка регистра сведений ""Остатки продукции ВетИС"" (ОстаткиПродукцииВЕТИС)","0"
"0","","0","Открытие формы списка регистра сведений ""Соответствие номенклатуры ВетИС"" (СоответствиеНоменклатурыВЕТИС)","1","0","Открытие формы списка регистра сведений ""Соответствие номенклатуры ВетИС"" (СоответствиеНоменклатурыВЕТИС)","0"
"0","","0","Копирование элемента документа ""Сообщение обмена с банками"" (СообщениеОбменСБанками)","1","0","Копирование элемента документа ""Сообщение обмена с банками"" (СообщениеОбменСБанками)","0"
"0","","0","Печать элемента документа ""Взаимозачет задолженности"" (ВзаимозачетЗадолженности)","1","0","Печать элемента документа ""Взаимозачет задолженности"" (ВзаимозачетЗадолженности)","0"
"0","","0","Открытие формы справочника ""Заметки"" (Заметки)","1","0","Открытие формы справочника ""Заметки"" (Заметки)","0"
"0","","0","Открытие формы списка регистра сведений ""Регистрации подразделений"" (РегистрацииВНалоговомОргане)","1","0","Открытие формы списка регистра сведений ""Регистрации подразделений"" (РегистрацииВНалоговомОргане)","0"
"0","","0","Копирование элемента справочника ""Сценарии синхронизации данных"" (СценарииОбменовДанными)","1","0","Копирование элемента справочника ""Сценарии синхронизации данных"" (СценарииОбменовДанными)","0"
"0","","0","Открытие формы документа ""Инвентаризационная опись"" (ИнвентаризационнаяОпись)","1","0","Открытие формы документа ""Инвентаризационная опись"" (ИнвентаризационнаяОпись)","0"
"0","","0","Открытие формы справочника ""Регистрации в налоговом органе"" (РегистрацииВНалоговомОргане)","1","0","Открытие формы справочника ""Регистрации в налоговом органе"" (РегистрацииВНалоговомОргане)","0"
"0","","0","Открытие формы журнала документов ""Согласия на обработку персональных данных"" (СогласияНаОбработкуПерсональныхДанных)","1","0","Открытие формы журнала документов ""Согласия на обработку персональных данных"" (СогласияНаОбработкуПерсональныхДанных)","0"
"0","","0","Открытие формы отчета ""(не используется) Наличные денежные средства"" (НаличныеДенежныеСредства)","1","0","Открытие формы отчета ""(не используется) Наличные денежные средства"" (НаличныеДенежныеСредства)","0"
"0","","0","Открытие формы справочника ""Учетные записи MS Exchange"" (CRM_УчетныеЗаписиПользователейMSExchange)","1","0","Открытие формы справочника ""Учетные записи MS Exchange"" (CRM_УчетныеЗаписиПользователейMSExchange)","0"
"0","","0","Открытие формы справочника ""Прочие расходы"" (ПрочиеРасходы)","1","0","Открытие формы справочника ""Прочие расходы"" (ПрочиеРасходы)","0"
"0","","0","Запись элемента плана видов характеристик ""Статьи доходов"" (СтатьиДоходов)","1","0","Запись элемента плана видов характеристик ""Статьи доходов"" (СтатьиДоходов)","0"
"0","","0","Открытие формы отчета ""Анализ статей кредитных (депозитных) договоров"" (АнализСтатейКредитовИДепозитов)","1","0","Открытие формы отчета ""Анализ статей кредитных (депозитных) договоров"" (АнализСтатейКредитовИДепозитов)","0"
"0","","0","Открытие формы справочника ""Типы транспортных средств"" (ТипыТранспортныхСредств)","1","0","Открытие формы справочника ""Типы транспортных средств"" (ТипыТранспортныхСредств)","0"
"0","","0","Открытие формы справочника ""Группы настроек финансового учета доходов/расходов"" (ГруппыФинансовогоУчетаДоходовРасходов)","1","0","Открытие формы справочника ""Группы настроек финансового учета доходов/расходов"" (ГруппыФинансовогоУчетаДоходовРасходов)","0"
"0","","0","Открытие формы регистра сведений ""Правила записи телефонных переговоров"" (сфпПравилаЗаписиТелефонныхПереговоров)","1","0","Открытие формы регистра сведений ""Правила записи телефонных переговоров"" (сфпПравилаЗаписиТелефонныхПереговоров)","0"
"0","","0","Открытие формы регистра сведений ""Настройка печати баннеров"" (ЯРВЕТ_НастройкиПечатиБаннеров)","1","0","Открытие формы регистра сведений ""Настройка печати баннеров"" (ЯРВЕТ_НастройкиПечатиБаннеров)","0"
"0","","0","Ввод на основании документа ""Возврат товаров поставщику""","1","0","Ввод на основании документа ""Возврат товаров поставщику""","0"
"0","","0","Открытие формы списка справочника ""Драйверы оборудования"" (ДрайверыОборудования)","1","0","Открытие формы списка справочника ""Драйверы оборудования"" (ДрайверыОборудования)","0"
"0","","0","Открытие формы обработки ""Выбор контрагентов для проверки (дополнительное расширение Контур.Фокус)"" (КФ_ДопРасш_ВыборКонтрагентовДляПроверки)","1","0","Открытие формы обработки ""Выбор контрагентов для проверки (дополнительное расширение Контур.Фокус)"" (КФ_ДопРасш_ВыборКонтрагентовДляПроверки)","0"
"0","","0","Открытие формы обработки ""Инструкция по использованию проверки контрагента"" (ИнструкцияПоИспользованиюПроверкиКонтрагента)","1","0","Открытие формы обработки ""Инструкция по использованию проверки контрагента"" (ИнструкцияПоИспользованиюПроверкиКонтрагента)","0"
"0","","0","Открытие формы справочника ""Серии номенклатуры"" (СерииНоменклатуры)","1","0","Открытие формы справочника ""Серии номенклатуры"" (СерииНоменклатуры)","0"
"0","","0","Печать элемента документа ""Сборка товаров"" (СборкаТоваров)","1","0","Печать элемента документа ""Сборка товаров"" (СборкаТоваров)","0"
"0","","0","Открытие формы списка документа ""Заявка на возврат товаров между организациями"" (ЗаявкаНаВозвратТоваровМеждуОрганизациями)","1","0","Открытие формы списка документа ""Заявка на возврат товаров между организациями"" (ЗаявкаНаВозвратТоваровМеждуОрганизациями)","0"
"0","","0","Открытие формы журнала документов ""Документы перемещения"" (ДокументыПеремещения)","1","0","Открытие формы журнала документов ""Документы перемещения"" (ДокументыПеремещения)","0"
"0","","0","Открытие формы списка справочника ""Водители"" (апрВодители)","1","0","Открытие формы списка справочника ""Водители"" (апрВодители)","0"
"0","","0","Открытие формы регистра сведений ""Файлы на распознавании"" (ФайлыНаРаспознавании)","1","0","Открытие формы регистра сведений ""Файлы на распознавании"" (ФайлыНаРаспознавании)","0"
"0","","0","Копирование элемента группы справочника ""Скидки (наценки)"" (СкидкиНаценки)","1","0","Копирование элемента группы справочника ""Скидки (наценки)"" (СкидкиНаценки)","0"
"0","","0","Копирование элемента справочника ""Цвета"" (ЯРВЕТ_Цвета)","1","0","Копирование элемента справочника ""Цвета"" (ЯРВЕТ_Цвета)","0"
"0","","0","Открытие формы отчета ""Бонусные баллы"" (БонусныеБаллы)","1","0","Открытие формы отчета ""Бонусные баллы"" (БонусныеБаллы)","0"
"0","","0","Открытие формы обработки ""Расчет стоп факторов кредитного рейтинга"" (РасчетСтопФакторовКредитногоРейтинга)","1","0","Открытие формы обработки ""Расчет стоп факторов кредитного рейтинга"" (РасчетСтопФакторовКредитногоРейтинга)","0"
"0","","0","Копирование элемента документа ""Счет-фактура полученный от комитента (принципала)"" (СчетФактураКомитента)","1","0","Копирование элемента документа ""Счет-фактура полученный от комитента (принципала)"" (СчетФактураКомитента)","0"
"0","","0","Копирование элемента документа ""Ордер на перемещение товаров"" (ОрдерНаПеремещениеТоваров)","1","0","Копирование элемента документа ""Ордер на перемещение товаров"" (ОрдерНаПеремещениеТоваров)","0"
"0","","0","Копирование элемента плана видов характеристик ""Статьи расходов"" (СтатьиРасходов)","1","0","Копирование элемента плана видов характеристик ""Статьи расходов"" (СтатьиРасходов)","0"
"0","","0","Открытие формы обработки ""Скрытие конфиденциальной информации"" (СкрытиеКонфиденциальнойИнформации)","1","0","Открытие формы обработки ""Скрытие конфиденциальной информации"" (СкрытиеКонфиденциальнойИнформации)","0"
"0","","0","Открытие формы списка регистра сведений ""Настройки отправки накладных (ЯРВЕТ)"" (ЯРВЕТ_НастройкиОтправкиНакладных)","1","0","Открытие формы списка регистра сведений ""Настройки отправки накладных (ЯРВЕТ)"" (ЯРВЕТ_НастройкиОтправкиНакладных)","0"
"0","","0","Открытие формы документа ""Начисления по кредитам и депозитам"" (НачисленияКредитовИДепозитов)","1","0","Открытие формы документа ""Начисления по кредитам и депозитам"" (НачисленияКредитовИДепозитов)","0"
"0","","0","Открытие формы отчета ""Контроль номеров ГТД товаров"" (КонтрольНомеровГТДТоваров)","1","0","Открытие формы отчета ""Контроль номеров ГТД товаров"" (КонтрольНомеровГТДТоваров)","0"
"0","","0","Открытие формы отчета ""Сравнение графиков кредитов (депозитов)"" (СравнениеГрафиковКредитовИДепозитов)","1","0","Открытие формы отчета ""Сравнение графиков кредитов (депозитов)"" (СравнениеГрафиковКредитовИДепозитов)","0"
"0","","0","Открытие формы списка регистра сведений ""Результаты отправки пакетов сообщений"" (сшпРезультатыОтправкиПакетовСообщений)","1","0","Открытие формы списка регистра сведений ""Результаты отправки пакетов сообщений"" (сшпРезультатыОтправкиПакетовСообщений)","0"
"0","","0","Открытие формы списка документа ""Запись книги покупок"" (ЗаписьКнигиПокупок)","1","0","Открытие формы списка документа ""Запись книги покупок"" (ЗаписьКнигиПокупок)","0"
"0","","0","Открытие формы регистра сведений ""Аналоги номенклатуры"" (АналогиНоменклатуры)","1","0","Открытие формы регистра сведений ""Аналоги номенклатуры"" (АналогиНоменклатуры)","0"
"0","","0","Открытие формы списка регистра сведений ""ММП: Оповещения"" (mmNews)","1","0","Открытие формы списка регистра сведений ""ММП: Оповещения"" (mmNews)","0"
"0","","0","Копирование элемента документа ""Транспортная накладная"" (ТранспортнаяНакладная)","1","0","Копирование элемента документа ""Транспортная накладная"" (ТранспортнаяНакладная)","0"
"0","","0","Открытие формы списка документа ""Установка квот ассортимента"" (УстановкаКвотАссортимента)","1","0","Открытие формы списка документа ""Установка квот ассортимента"" (УстановкаКвотАссортимента)","0"
"0","","0","Печать элемента документа ""Задание торговому представителю"" (ЗаданиеТорговомуПредставителю)","1","0","Печать элемента документа ""Задание торговому представителю"" (ЗаданиеТорговомуПредставителю)","0"
"0","","0","Открытие формы списка справочника ""Шаблоны SMS-сообщений"" (смсШаблоны)","1","0","Открытие формы списка справочника ""Шаблоны SMS-сообщений"" (смсШаблоны)","0"
"0","","0","Открытие формы отчета ""Состояние расчетов с комитентами"" (СостояниеРасчетовСКомитентами)","1","0","Открытие формы отчета ""Состояние расчетов с комитентами"" (СостояниеРасчетовСКомитентами)","0"
"0","","0","Открытие формы списка документа ""Анкета"" (Анкета)","1","0","Открытие формы списка документа ""Анкета"" (Анкета)","0"
"0","","0","Открытие формы отчета ""Прайс-лист (для приема заказов)"" (ПрайсЛистДляПриемаЗаказов)","1","0","Открытие формы отчета ""Прайс-лист (для приема заказов)"" (ПрайсЛистДляПриемаЗаказов)","0"
"0","","0","Открытие формы обработки ""Управление поставками WB""","1","0","Открытие формы обработки ""Управление поставками WB""","0"
"0","","0","Открытие формы обработки ""Сообщение по шаблону"" (СообщениеПоШаблону)","1","0","Открытие формы обработки ""Сообщение по шаблону"" (СообщениеПоШаблону)","0"
"0","","0","Копирование элемента группы справочника ""Виды номенклатуры"" (ВидыНоменклатуры)","1","0","Копирование элемента группы справочника ""Виды номенклатуры"" (ВидыНоменклатуры)","0"
"0","","0","Открытие формы списка справочника ""Прочие расходы"" (ПрочиеРасходы)","1","0","Открытие формы списка справочника ""Прочие расходы"" (ПрочиеРасходы)","0"
"0","","0","Открытие формы документа ""Корректировка регистров"" (КорректировкаРегистров)","1","0","Открытие формы документа ""Корректировка регистров"" (КорректировкаРегистров)","0"
"0","","0","Копирование элемента справочника ""Варианты классификации задолженности"" (ВариантыКлассификацииЗадолженности)","1","0","Копирование элемента справочника ""Варианты классификации задолженности"" (ВариантыКлассификацииЗадолженности)","0"
"0","","0","Открытие формы обработки ""ММП: Шифрование"" (mmШифрование)","1","0","Открытие формы обработки ""ММП: Шифрование"" (mmШифрование)","0"
"0","","0","Печать элемента документа ""Согласование на выезд"" (АйТи_СогласованиеНаВыезд)","1","0","Печать элемента документа ""Согласование на выезд"" (АйТи_СогласованиеНаВыезд)","0"
"0","","0","Открытие формы списка справочника ""Контактные лица"" (КонтактныеЛицаПартнеров)","1","0","Открытие формы списка справочника ""Контактные лица"" (КонтактныеЛицаПартнеров)","0"
"0","","0","Открытие формы обработки ""Операции закрытия месяца"" (ОперацииЗакрытияМесяца)","1","0","Открытие формы обработки ""Операции закрытия месяца"" (ОперацииЗакрытияМесяца)","0"
"0","","0","Копирование элемента документа ""Сверка взаиморасчетов"" (СверкаВзаиморасчетов)","1","0","Копирование элемента документа ""Сверка взаиморасчетов"" (СверкаВзаиморасчетов)","0"
"0","","0","Открытие формы документа ""Чек ККМ"" (ЧекККМ)","1","0","Открытие формы документа ""Чек ККМ"" (ЧекККМ)","0"
"0","","0","Открытие формы списка справочника ""Способы обеспечения потребностей"" (СпособыОбеспеченияПотребностей)","1","0","Открытие формы списка справочника ""Способы обеспечения потребностей"" (СпособыОбеспеченияПотребностей)","0"
"0","","0","Открытие формы списка регистра сведений ""Дома здания строения"" (ДомаЗданияСтроения)","1","0","Открытие формы списка регистра сведений ""Дома здания строения"" (ДомаЗданияСтроения)","0"
"0","","0","Открытие формы списка документа ""Лимиты расхода денежных средств"" (ЛимитыРасходаДенежныхСредств)","1","0","Открытие формы списка документа ""Лимиты расхода денежных средств"" (ЛимитыРасходаДенежныхСредств)","0"
"0","","0","Открытие формы списка документа ""Корректировка обособленного учета запасов"" (КорректировкаОбособленногоУчетаЗапасов)","1","0","Открытие формы списка документа ""Корректировка обособленного учета запасов"" (КорректировкаОбособленногоУчетаЗапасов)","0"
"0","","0","Копирование элемента группы справочника ""Хозяйственные операции"" (НастройкиХозяйственныхОпераций)","1","0","Копирование элемента группы справочника ""Хозяйственные операции"" (НастройкиХозяйственныхОпераций)","0"
"0","","0","Открытие формы отчета ""Ведомость расчетов с клиентами"" (РасчетыСКлиентами)","1","0","Открытие формы отчета ""Ведомость расчетов с клиентами"" (РасчетыСКлиентами)","0"
"0","","0","Копирование элемента справочника ""Хозяйственные операции"" (НастройкиХозяйственныхОпераций)","1","0","Копирование элемента справочника ""Хозяйственные операции"" (НастройкиХозяйственныхОпераций)","0"
"0","","0","Открытие формы обработки ""Выбор телефонов"" (смсВыборТелефонов)","1","0","Открытие формы обработки ""Выбор телефонов"" (смсВыборТелефонов)","0"
"0","","0","Открытие формы справочника ""Условия регионализации ВетИС"" (УсловияРегионализацииВЕТИС)","1","0","Открытие формы справочника ""Условия регионализации ВетИС"" (УсловияРегионализацииВЕТИС)","0"
"0","","0","Открытие формы регистра сведений ""Потребность клиентов"" (ПотребностьКлиентов)","1","0","Открытие формы регистра сведений ""Потребность клиентов"" (ПотребностьКлиентов)","0"
"0","","0","Открытие формы списка справочника ""Роли участников проектов"" (CRM_РолиУчастниковПроектов)","1","0","Открытие формы списка справочника ""Роли участников проектов"" (CRM_РолиУчастниковПроектов)","0"
"0","","0","Копирование элемента справочника ""Акции сайта"" (АкцииСайта)","1","0","Копирование элемента справочника ""Акции сайта"" (АкцииСайта)","0"
"0","","0","Копирование элемента справочника ""Страны мира"" (СтраныМира)","1","0","Копирование элемента справочника ""Страны мира"" (СтраныМира)","0"
"0","","0","Открытие формы справочника ""Маршруты подписания"" (МаршрутыПодписания)","1","0","Открытие формы справочника ""Маршруты подписания"" (МаршрутыПодписания)","0"
"0","","0","Открытие формы отчета ""Анализ заказа поставщику"" (АнализЗаказаПоставщику)","1","0","Открытие формы отчета ""Анализ заказа поставщику"" (АнализЗаказаПоставщику)","0"
"0","","0","Открытие формы списка справочника ""Группы универсального журнала"" (CRM_ГруппыУниверсальногоЖурнала)","1","0","Открытие формы списка справочника ""Группы универсального журнала"" (CRM_ГруппыУниверсальногоЖурнала)","0"
"0","","0","Открытие формы списка регистра сведений ""Даты передачи товаров на комиссию"" (ДатыПередачиТоваровНаКомиссию)","1","0","Открытие формы списка регистра сведений ""Даты передачи товаров на комиссию"" (ДатыПередачиТоваровНаКомиссию)","0"
"0","","0","Копирование элемента документа ""Запись книги продаж"" (ЗаписьКнигиПродаж)","1","0","Копирование элемента документа ""Запись книги продаж"" (ЗаписьКнигиПродаж)","0"
"0","","0","Открытие формы справочника ""Способы обеспечения потребностей"" (СпособыОбеспеченияПотребностей)","1","0","Открытие формы справочника ""Способы обеспечения потребностей"" (СпособыОбеспеченияПотребностей)","0"
"0","","0","Копирование элемента документа ""Претензия об оплате задолженности"" (ПретензияОбОплатеЗадолженности)","1","0","Копирование элемента документа ""Претензия об оплате задолженности"" (ПретензияОбОплатеЗадолженности)","0"
"0","","0","Открытие формы справочника ""Классификатор банков РФ"" (КлассификаторБанковРФ)","1","0","Открытие формы справочника ""Классификатор банков РФ"" (КлассификаторБанковРФ)","0"
"0","","0","Открытие формы документа ""Отчет комитенту о продажах"" (ОтчетКомитенту)","1","0","Открытие формы документа ""Отчет комитенту о продажах"" (ОтчетКомитенту)","0"
"0","","0","Открытие формы регистра сведений ""Результаты слияния маршрутов"" (CRM_РезультатыСлиянияМаршрутов)","1","0","Открытие формы регистра сведений ""Результаты слияния маршрутов"" (CRM_РезультатыСлиянияМаршрутов)","0"
"0","","0","Открытие формы списка справочника ""Маршруты"" (апрМаршруты)","1","0","Открытие формы списка справочника ""Маршруты"" (апрМаршруты)","0"
"0","","0","Открытие формы списка регистра сведений ""Прогнозы расхода упаковок"" (ПрогнозыРасходаУпаковок)","1","0","Открытие формы списка регистра сведений ""Прогнозы расхода упаковок"" (ПрогнозыРасходаУпаковок)","0"
"0","","0","Открытие формы списка регистра накопления ""Денежные средства у подотчетных лиц"" (ДенежныеСредстваУПодотчетныхЛиц)","1","0","Открытие формы списка регистра накопления ""Денежные средства у подотчетных лиц"" (ДенежныеСредстваУПодотчетныхЛиц)","0"
"0","","0","Открытие формы списка справочника ""Сделки с клиентами"" (СделкиСКлиентами)","1","0","Открытие формы списка справочника ""Сделки с клиентами"" (СделкиСКлиентами)","0"
"0","","0","Открытие формы отчета ""Претензии клиентов"" (АнализПретензийКлиентов)","1","0","Открытие формы отчета ""Претензии клиентов"" (АнализПретензийКлиентов)","0"
"0","","0","Открытие формы справочника ""Типы клиентов (CISLINK)"" (CISLink_ТипыКлиентов)","1","0","Открытие формы справочника ""Типы клиентов (CISLINK)"" (CISLink_ТипыКлиентов)","0"
"0","","0","Открытие формы плана видов характеристик ""Дополнительные реквизиты и сведения"" (ДополнительныеРеквизитыИСведения)","1","0","Открытие формы плана видов характеристик ""Дополнительные реквизиты и сведения"" (ДополнительныеРеквизитыИСведения)","0"
"0","","0","Открытие формы списка регистра сведений ""Источники первичного интереса"" (ИсточникиПервичногоИнтереса)","1","0","Открытие формы списка регистра сведений ""Источники первичного интереса"" (ИсточникиПервичногоИнтереса)","0"
"0","","0","Открытие формы списка регистра сведений ""Файлы в рабочем каталоге"" (ФайлыВРабочемКаталоге)","1","0","Открытие формы списка регистра сведений ""Файлы в рабочем каталоге"" (ФайлыВРабочемКаталоге)","0"
"0","","0","Ввод на основании документа ""Передача товаров между организациями""","1","0","Ввод на основании документа ""Передача товаров между организациями""","0"
"0","","0","Открытие формы списка справочника ""Организации"" (Организации)","1","0","Открытие формы списка справочника ""Организации"" (Организации)","0"
"0","","0","Копирование элемента документа ""Заявка на изменение прав доступа"" (ЗаявкаНаИзменениеПравДоступа)","1","0","Копирование элемента документа ""Заявка на изменение прав доступа"" (ЗаявкаНаИзменениеПравДоступа)","0"
"0","","0","Ввод на основании документа ""Отбор (размещение) товаров""","1","0","Ввод на основании документа ""Отбор (размещение) товаров""","0"
"0","","0","Открытие формы регистра сведений ""Параметры работы версий расширений"" (ПараметрыРаботыВерсийРасширений)","1","0","Открытие формы регистра сведений ""Параметры работы версий расширений"" (ПараметрыРаботыВерсийРасширений)","0"
"0","","0","Открытие формы справочника ""Претензии клиентов"" (ПретензииКлиентов)","1","0","Открытие формы справочника ""Претензии клиентов"" (ПретензииКлиентов)","0"
"0","","0","Открытие формы справочника ""Правила интеграции объектов (Creatio)"" (CreatioПравилаИнтеграцииОбъектов)","1","0","Открытие формы справочника ""Правила интеграции объектов (Creatio)"" (CreatioПравилаИнтеграцииОбъектов)","0"
"0","","0","Копирование элемента справочника ""Типоразмеры упаковок"" (ТипоразмерыУпаковок)","1","0","Копирование элемента справочника ""Типоразмеры упаковок"" (ТипоразмерыУпаковок)","0"
"0","","0","Открытие формы отчета ""Товары к поступлению"" (ТоварыКПоступлению)","1","0","Открытие формы отчета ""Товары к поступлению"" (ТоварыКПоступлению)","0"
