"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1197","Открытие формы отчета ""Принятая возвратная тара"" (ПринятаяВозвратнаяТара)","","Wed Apr 23 13:37:24 MSK 2025","passed","Wed Apr 23 13:37:25 MSK 2025","","","",""
"","2625","Копирование элемента справочника ""Типы транспортных средств"" (ТипыТранспортныхСредств)","","Wed Apr 23 12:23:59 MSK 2025","passed","Wed Apr 23 12:24:02 MSK 2025","","","",""
"","3171","Копирование элемента справочника ""Ветеринарно-сопроводительный документ ВетИС"" (ВетеринарноСопроводительныйДокументВЕТИС)","","Wed Apr 23 12:10:52 MSK 2025","passed","Wed Apr 23 12:10:55 MSK 2025","","","",""
"","2286","Печать элемента документа ""Выкуп возвратной тары клиентом"" (ВыкупВозвратнойТарыКлиентом)","","Wed Apr 23 12:50:56 MSK 2025","passed","Wed Apr 23 12:50:58 MSK 2025","","","",""
"","3654","Копирование элемента справочника ""Пользователи"" (Пользователи)","","Wed Apr 23 12:19:17 MSK 2025","passed","Wed Apr 23 12:19:21 MSK 2025","","","",""
"","1113","Открытие формы списка справочника ""Складские помещения"" (СкладскиеПомещения)","","Wed Apr 23 12:05:13 MSK 2025","passed","Wed Apr 23 12:05:14 MSK 2025","","","",""
"","1082","Открытие формы документа ""Расчеты по аккредитиву"" (РасчетыПоАккредитиву)","","Wed Apr 23 12:47:37 MSK 2025","passed","Wed Apr 23 12:47:38 MSK 2025","","","",""
"","4828","Копирование элемента справочника ""Сертификаты ключей электронной подписи и шифрования"" (СертификатыКлючейЭлектроннойПодписиИШифрования)","","Wed Apr 23 12:22:23 MSK 2025","passed","Wed Apr 23 12:22:28 MSK 2025","","","",""
"","2321","Копирование элемента справочника ""Задачи проектов"" (ЗадачиПроектов)","","Wed Apr 23 12:14:27 MSK 2025","passed","Wed Apr 23 12:14:29 MSK 2025","","","",""
"","991","Открытие формы списка регистра сведений ""Состояния обмена с банками"" (СостоянияОбменСБанками)","","Wed Apr 23 13:45:06 MSK 2025","passed","Wed Apr 23 13:45:07 MSK 2025","","","",""
"","1068","Открытие формы документа ""Сверка взаиморасчетов"" (СверкаВзаиморасчетов)","","Wed Apr 23 12:46:20 MSK 2025","passed","Wed Apr 23 12:46:21 MSK 2025","","","",""
"","1201","Открытие формы отчета ""Задолженность поставщикам по срокам"" (КредиторскаяЗадолженность)","","Wed Apr 23 13:36:48 MSK 2025","passed","Wed Apr 23 13:36:49 MSK 2025","","","",""
"","1056","Открытие формы отчета ""Показатели работы отделов (HR, Закупки)"" (ЯРВЕТ_ПоказателиРаботыОтделов)","","Wed Apr 23 13:40:00 MSK 2025","passed","Wed Apr 23 13:40:01 MSK 2025","","","",""
"","1231","Открытие формы документа ""Распределение расходов будущих периодов"" (РаспределениеРасходовБудущихПериодов)","","Wed Apr 23 12:46:03 MSK 2025","passed","Wed Apr 23 12:46:05 MSK 2025","","","",""
"","1005","Открытие формы обработки ""Персональные настройки"" (ПерсональныеНастройки)","","Wed Apr 23 13:41:39 MSK 2025","passed","Wed Apr 23 13:41:40 MSK 2025","","","",""
